Slide_No,State,District,Toposheet,Latitude,Longitude,Length,Width,Height,Area,Activity,Geomorphol,Lithology,LULC,Triggering,Year,Basin,Sub_Basin,Source,feature_id,geometry_type
SK /MNG /78A6 /2023 /8,SIKKIM,MANGAN,78A6,27.5709,88.4556,187.993,50.065,193.0,3374.93192662,Active,Moderately Dissected Structural Hills and Valleys,"BANDED MIGMATITE, GARNET BT GNEISS,MICA SCHIST",Evergreen Closed Forest,Rainfall,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.295,MultiPolygon
SK /MNG /78A6 /2023 /9,SIKKIM,MANGAN,78A6,27.5703,88.4631,45.597,24.472,53.0,873.143262607,Active,Moderately Dissected Structural Hills and Valleys,"BANDED MIGMATITE, GARNET BT GNEISS,MICA SCHIST",Evergreen Closed Forest,Rainfall,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.296,MultiPolygon
SK /MNG /78A6 /2023 /10,SIKKIM,MANGAN,78A6,27.5721,88.4651,48.756,28.964,83.0550537109,1057.55513638,Active,Moderately Dissected Structural Hills and Valleys,"BANDED MIGMATITE, GARNET BT GNEISS,MICA SCHIST",Evergreen Closed Forest,Rainfall,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.297,MultiPolygon
SK /MNG /78A6 /2023 /11,SIKKIM,MANGAN,78A6,27.5649,88.4645,109.231,27.49,80.0,1780.43164278,Active,Moderately Dissected Structural Hills and Valleys,"BANDED MIGMATITE, GARNET BT GNEISS,MICA SCHIST",Evergreen Closed Forest,Rainfall,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.298,MultiPolygon
SK /MNG /78A6 /2023 /24,SIKKIM,MANGAN,78A6,27.5711,88.4634,50.695,23.264,55.0708007813,784.112987385,Active,Moderately Dissected Structural Hills and Valleys,"BANDED MIGMATITE, GARNET BT GNEISS,MICA SCHIST",Evergreen Closed Forest,Rainfall,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.317,MultiPolygon
SK /MNG /78A6 /2023 /27,SIKKIM,MANGAN,78A6,27.5641,88.455,113.959,28.909,76.0,2416.18837946,Active,Moderately Dissected Structural Hills and Valleys,"BANDED MIGMATITE, GARNET BT GNEISS,MICA SCHIST",Evergreen Closed Forest,Rainfall,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.374,MultiPolygon
SK /MNG /78A6 /2023 /28,SIKKIM,MANGAN,78A6,27.5697,88.4632,66.484,16.204,44.0,821.182991393,Active,Moderately Dissected Structural Hills and Valleys,"BANDED MIGMATITE, GARNET BT GNEISS,MICA SCHIST",Evergreen Closed Forest,Rainfall,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.393,MultiPolygon
SK /MNG /78A10 /2023 /5,SIKKIM,MANGAN,78A10,27.569,88.5998,108.211,32.423,33.2655029297,2383.7150802,Active,Highly Dissected Structural Hills and Valleys,"BANDED MIGMATITE, GARNET BT GNEISS,MICA SCHIST",Evergreen Closed Forest,Rainfall,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.244,MultiPolygon
SK /MNG /78A10 /2023 /14,SIKKIM,MANGAN,78A10,27.5601,88.6529,152.603,78.045,402.295776367,6402.00964948,Active,Highly Dissected Structural Hills and Valleys,"GARNET, KYANITE,SILLIMANITE,BIOTITE SCHIST",Evergreen Closed Forest,GLOF,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.253,MultiPolygon
SK /MNG /78A10 /2023 /15,SIKKIM,MANGAN,78A10,27.5593,88.6523,124.242,46.261,247.0,3717.9390414,Active,Highly Dissected Structural Hills and Valleys,"GARNET, KYANITE,SILLIMANITE,BIOTITE SCHIST",Evergreen Closed Forest,Rainfall,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.254,MultiPolygon
SK /MNG /78A10 /2023 /35,SIKKIM,MANGAN,78A10,27.571,88.6534,183.252,136.826,51.9294433594,13169.2745485,Active,Moderately Dissected Structural Hills and Valleys,CALC GRANULITE WITH /WITHOUT QUARTZITE,Evergreen Closed Forest,GLOF,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.282,MultiPolygon
SK /MNG /78A10 /2023 /54,SIKKIM,MANGAN,78A10,27.5631,88.6527,269.812,92.604,120.461181641,14520.8078045,Active,Moderately Dissected Structural Hills and Valleys,"QUARTZITE,MICA SCHIST, GNEISS,CALCGRANULITE",Evergreen Closed Forest,GLOF,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.334,MultiPolygon
SK /MNG /78A6 /2023 /13,SIKKIM,MANGAN,78A6,27.583,88.3448,71.19,49.258,73.443359375,1990.0737264,Active,Moderately Dissected Structural Hills and Valleys,"BANDED MIGMATITE, GARNET BT GNEISS,MICA SCHIST",Evergreen Open Forest,Rainfall,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.300,MultiPolygon
SK /MNG /78A6 /2023 /1,SIKKIM,MANGAN,78A6,27.5827,88.4526,113.531,48.04,84.7158203125,2969.06897276,Active,Moderately Dissected Structural Hills and Valleys,CALC SILICATE ROCK,Evergreen Closed Forest,Rainfall,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.288,MultiPolygon
SK /MNG /78A10 /2023 /10,SIKKIM,MANGAN,78A10,27.5899,88.6358,92.727,47.847,22.4780273438,2962.77917666,Active,Highly Dissected Structural Hills and Valleys,"BANDED MIGMATITE, GARNET BT GNEISS,MICA SCHIST",Evergreen Closed Forest,Rainfall,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.249,MultiPolygon
SK /MNG /78A10 /2023 /11,SIKKIM,MANGAN,78A10,27.5925,88.6429,113.012,42.229,18.5993652344,3551.74885071,Active,Highly Dissected Structural Hills and Valleys,"BANDED MIGMATITE, GARNET BT GNEISS,MICA SCHIST",Evergreen Closed Forest,Rainfall,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.250,MultiPolygon
SK /MNG /78A10 /2023 /13,SIKKIM,MANGAN,78A10,27.589,88.6445,49.158,25.152,62.7890625,900.475374123,Active,Highly Dissected Structural Hills and Valleys,"BANDED MIGMATITE, GARNET BT GNEISS,MICA SCHIST",Evergreen Closed Forest,Rainfall,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.252,MultiPolygon
SK /MNG /78A10 /2023 /59,SIKKIM,MANGAN,78A10,27.5833,88.6555,255.683,199.918,198.587402344,23103.0670848,Active,Highly Dissected Structural Hills and Valleys,CALC GRANULITE WITH /WITHOUT QUARTZITE,Evergreen Closed Forest,GLOF,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.369,MultiPolygon
SK /MNG /78A6 /2023 /12,SIKKIM,MANGAN,78A6,27.603,88.3702,35.489,22.251,15.8330078125,619.489886428,Active,Moderately Dissected Structural Hills and Valleys,UNMAPPED,Evergreen Closed Forest,Rainfall,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.299,MultiPolygon
SK /MNG /78A10 /2023 /50,SIKKIM,MANGAN,78A10,27.6123,88.6286,438.132,189.166,112.700927734,34365.0441338,Active,Moderately Dissected Structural Hills and Valleys,QUARTZITE,Evergreen Closed Forest,GLOF,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.330,MultiPolygon
SK /MNG /78A10 /2023 /42,SIKKIM,MANGAN,78A10,27.6113,88.6373,87.373,74.189,28.708984375,3746.93033354,Active,Highly Dissected Structural Hills and Valleys,QUARTZITE,Wasteland - Sparse Scrub Land,GLOF,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.322,MultiPolygon
SK /MNG /78A10 /2023 /2,SIKKIM,MANGAN,78A10,27.6197,88.6198,901.481,428.197,149.754882813,141915.229819,Active,Highly Dissected Structural Hills and Valleys,QUARTZITE,Evergreen Closed Forest,GLOF,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.241,MultiPolygon
SK /MNG /78A10 /2023 /40,SIKKIM,MANGAN,78A10,27.6164,88.627,118.053,78.258,42.8381347656,5953.4370799,Active,Highly Dissected Structural Hills and Valleys,QUARTZITE,Wasteland - Dense Scrub Land,GLOF,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.320,MultiPolygon
SK /MNG /78A10 /2023 /51,SIKKIM,MANGAN,78A10,27.6333,88.6148,2099.76,405.051,360.657470703,284076.743308,Active,Moderately Dissected Structural Hills and Valleys,QUARTZITE,Agriculture - Single crop Land,GLOF,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.331,MultiPolygon
SK /MNG /78A10 /2023 /60,SIKKIM,MANGAN,78A10,27.6276,88.6196,758.706,165.379,14.2487792969,67702.4096668,Active,Moderately Dissected Structural Hills and Valleys,QUARTZITE,Evergreen Closed Forest,GLOF,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.370,MultiPolygon
SK /MNG /78A10 /2023 /3,SIKKIM,MANGAN,78A10,27.6428,88.607,556.121,194.562,160.303466797,48782.4316191,Active,Highly Dissected Structural Hills and Valleys,QUARTZITE,Evergreen Closed Forest,GLOF,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.242,MultiPolygon
SK /MNG /78A10 /2023 /45,SIKKIM,MANGAN,78A10,27.6401,88.6129,1170.4,215.181,29.1037597656,135004.255993,Active,Highly Dissected Structural Hills and Valleys,QUARTZITE,Evergreen Closed Forest,GLOF,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.325,MultiPolygon
SK /MNG /78A10 /2023 /44,SIKKIM,MANGAN,78A10,27.6823,88.5913,142.31,61.882,142.394775391,6202.30661055,Active,Highly Dissected Structural Hills and Valleys,"BANDED MIGMATITE, GARNET BT GNEISS,MICA SCHIST",Evergreen Closed Forest,GLOF,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.324,MultiPolygon
SK /MNG /78A10 /2023 /68,SIKKIM,MANGAN,78A10,27.6892,88.5853,324.218,199.88,185.0,44466.9322399,Active,Highly Dissected Structural Hills and Valleys,"BANDED MIGMATITE, GARNET BT GNEISS,MICA SCHIST",Wasteland - Sparse Scrub Land,GLOF,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.394,MultiPolygon
SK /MNG /78A10 /2023 /48,SIKKIM,MANGAN,78A10,27.7132,88.5625,183.057,79.988,361.1484375,7070.20484833,Active,Moderately Dissected Structural Hills and Valleys,"BANDED MIGMATITE, GARNET BT GNEISS,MICA SCHIST",Evergreen Closed Forest,GLOF,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.328,MultiPolygon
SK /MNG /78A10 /2023 /62,SIKKIM,MANGAN,78A10,27.7053,88.5653,232.365,96.808,101.0,14776.919902,Active,Moderately Dissected Structural Hills and Valleys,"BANDED MIGMATITE, GARNET BT GNEISS,MICA SCHIST",Evergreen Closed Forest,GLOF,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.375,MultiPolygon
SK /MNG /78A10 /2023 /63,SIKKIM,MANGAN,78A10,27.7033,88.5667,164.886,97.484,117.0,8387.49271344,Active,Moderately Dissected Structural Hills and Valleys,"BANDED MIGMATITE, GARNET BT GNEISS,MICA SCHIST",Evergreen Closed Forest,GLOF,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.376,MultiPolygon
SK /MNG /78A10 /2023 /47,SIKKIM,MANGAN,78A10,27.7359,88.5514,2356.04,361.816,10.8718261719,270504.202804,Active,Moderately Dissected Structural Hills and Valleys,"BANDED MIGMATITE, GARNET BT GNEISS,MICA SCHIST",Wasteland - Dense Scrub Land,GLOF,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.327,MultiPolygon
SK /MNG /78A10 /2023 /49,SIKKIM,MANGAN,78A10,27.7208,88.5592,467.286,254.875,280.678710938,65947.8593165,Active,Moderately Dissected Structural Hills and Valleys,"BANDED MIGMATITE, GARNET BT GNEISS,MICA SCHIST",Evergreen Closed Forest,GLOF,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.329,MultiPolygon
SK /MNG /78A10 /2023 /58,SIKKIM,MANGAN,78A10,27.7276,88.5609,496.034,172.556,41.3247070313,53026.035976,Active,Highly Dissected Structural Hills and Valleys,"BANDED MIGMATITE, GARNET BT GNEISS,MICA SCHIST",Evergreen Closed Forest,GLOF,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.354,MultiPolygon
SK /MNG /78A10 /2023 /67,SIKKIM,MANGAN,78A10,27.7249,88.558,155.539,120.809,54.0,10499.4524263,Active,Moderately Dissected Structural Hills and Valleys,"BANDED MIGMATITE, GARNET BT GNEISS,MICA SCHIST",Evergreen Open Forest,GLOF,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.382,MultiPolygon
SK /MNG /78A10 /2023 /46,SIKKIM,MANGAN,78A10,27.7478,88.5464,386.798,196.055,82.6396484375,36939.666652,Active,Moderately Dissected Structural Hills and Valleys,"BANDED MIGMATITE, GARNET BT GNEISS,MICA SCHIST",Evergreen Open Forest,GLOF,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.326,MultiPolygon
SK /MNG /78A10 /2023 /57,SIKKIM,MANGAN,78A10,27.7419,88.5499,290.513,137.122,96.2385253906,28344.3873756,Active,Highly Dissected Structural Hills and Valleys,"BANDED MIGMATITE, GARNET BT GNEISS,MICA SCHIST",Evergreen Closed Forest,GLOF,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.353,MultiPolygon
SK /MNG /78A9 /2023 /3,SIKKIM,MANGAN,78A9,27.7536,88.5464,452.003,271.124,70.7854003906,79183.8355304,Active,Highly Dissected Structural Hills and Valleys,"BANDED MIGMATITE, GARNET BT GNEISS,MICA SCHIST",Evergreen Closed Forest,GLOF,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.355,MultiPolygon
SK /MNG /78A10 /2023 /66,SIKKIM,MANGAN,78A10,27.736,88.5524,62.122,48.863,42.0,2020.97808012,Active,Moderately Dissected Structural Hills and Valleys,"BANDED MIGMATITE, GARNET BT GNEISS,MICA SCHIST",Evergreen Closed Forest,GLOF,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.381,MultiPolygon
SK /MNG /78A9 /2023 /12,SIKKIM,MANGAN,78A9,27.7695,88.5148,500.348,350.499,160.0,101073.273277,Active,Moderately Dissected Structural Hills and Valleys,"BANDED MIGMATITE, GARNET BT GNEISS,MICA SCHIST",Evergreen Closed Forest,GLOF,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.386,MultiPolygon
SK /MNG /78A9 /2023 /14,SIKKIM,MANGAN,78A9,27.7741,88.5078,598.662,327.454,126.0,96199.7806492,Active,Moderately Dissected Structural Hills and Valleys,"BANDED MIGMATITE, GARNET BT GNEISS,MICA SCHIST",Evergreen Open Forest,GLOF,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.392,MultiPolygon
SK /MNG /78A9 /2023 /1,SIKKIM,MANGAN,78A9,27.7595,88.5294,492.56,463.791,84.7690429688,133692.723218,Active,Moderately Dissected Structural Hills and Valleys,"BANDED MIGMATITE, GARNET BT GNEISS,MICA SCHIST",Evergreen Open Forest,GLOF,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.351,MultiPolygon
SK /MNG /78A9 /2023 /2,SIKKIM,MANGAN,78A9,27.7643,88.5231,948.828,377.068,60.8193359375,184787.0125,Active,Moderately Dissected Structural Hills and Valleys,"BANDED MIGMATITE, GARNET BT GNEISS,MICA SCHIST",Evergreen Open Forest,GLOF,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.352,MultiPolygon
SK /MNG /78A9 /2023 /5,SIKKIM,MANGAN,78A9,27.7672,88.5246,126.808,82.677,136.502197266,6441.83138862,Active,Highly Dissected Structural Hills and Valleys,"BANDED MIGMATITE, GARNET BT GNEISS,MICA SCHIST",Evergreen Open Forest,GLOF,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.364,MultiPolygon
SK /MNG /78A9 /2023 /6,SIKKIM,MANGAN,78A9,27.7607,88.5333,357.967,231.363,103.823730469,60710.7991515,Active,Highly Dissected Structural Hills and Valleys,"BANDED MIGMATITE, GARNET BT GNEISS,MICA SCHIST",Evergreen Open Forest,GLOF,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.365,MultiPolygon
SK /MNG /78A9 /2023 /7,SIKKIM,MANGAN,78A9,27.7736,88.5144,571.381,285.039,102.73828125,93738.9411283,Active,Highly Dissected Structural Hills and Valleys,"BANDED MIGMATITE, GARNET BT GNEISS,MICA SCHIST",Evergreen Open Forest,GLOF,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.366,MultiPolygon
SK /MNG /78A9 /2023 /8,SIKKIM,MANGAN,78A9,27.7641,88.5283,692.945,433.548,99.0944824219,180603.78142,Active,Highly Dissected Structural Hills and Valleys,"BANDED MIGMATITE, GARNET BT GNEISS,MICA SCHIST",Evergreen Open Forest,GLOF,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.367,MultiPolygon
SK /MNG /78A9 /2023 /9,SIKKIM,MANGAN,78A9,27.7708,88.5191,690.596,274.897,3.81494140625,106653.14945,Active,Highly Dissected Structural Hills and Valleys,"BANDED MIGMATITE, GARNET BT GNEISS,MICA SCHIST",Evergreen Open Forest,GLOF,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.368,MultiPolygon
SK /MNG /78A9 /2023 /13,SIKKIM,MANGAN,78A9,27.7669,88.5234,373.218,173.174,114.0,44755.8495588,Active,Highly Dissected Structural Hills and Valleys,"BANDED MIGMATITE, GARNET BT GNEISS,MICA SCHIST",Evergreen Open Forest,GLOF,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.387,MultiPolygon
SK /MNG /78A9 /2023 /11,SIKKIM,MANGAN,78A9,27.7567,88.5378,443.506,168.625,125.0,51511.9579759,Active,Moderately Dissected Structural Hills and Valleys,"BANDED MIGMATITE, GARNET BT GNEISS,MICA SCHIST",Evergreen Open Forest,GLOF,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.379,MultiPolygon
SK /MNG /78A5 /2023 /7,SIKKIM,MANGAN,78A5,27.7917,88.4893,87.144,76.024,241.490478516,5004.31728041,Active,Moderately Dissected Structural Hills and Valleys,UNMAPPED,Evergreen Open Forest,GLOF,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.343,MultiPolygon
SK /MNG /78A5 /2023 /25,SIKKIM,MANGAN,78A5,27.7893,88.4902,489.027,150.529,76.0,48393.5200194,Active,Moderately Dissected Structural Hills and Valleys,"BANDED MIGMATITE, GARNET BT GNEISS,MICA SCHIST",Evergreen Open Forest,GLOF,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.389,MultiPolygon
SK /MNG /78A5 /2023 /26,SIKKIM,MANGAN,78A5,27.7881,88.4921,515.862,100.594,31.0,37559.9011985,Active,Highly Dissected Structural Hills and Valleys,"BANDED MIGMATITE, GARNET BT GNEISS,MICA SCHIST",Evergreen Open Forest,GLOF,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.390,MultiPolygon
SK /MNG /78A9 /2023 /4,SIKKIM,MANGAN,78A9,27.7789,88.5067,623.354,256.209,220.8046875,100626.191944,Active,Highly Dissected Structural Hills and Valleys,"BANDED MIGMATITE, GARNET BT GNEISS,MICA SCHIST",Evergreen Open Forest,GLOF,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.363,MultiPolygon
SK /MNG /78A5 /2023 /3,SIKKIM,MANGAN,78A5,27.8138,88.477,414.59,190.005,35.2580566406,41946.3146339,Active,Moderately Dissected Structural Hills and Valleys,UNMAPPED,Evergreen Open Forest,GLOF,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.339,MultiPolygon
SK /MNG /78A5 /2023 /4,SIKKIM,MANGAN,78A5,27.7988,88.4858,191.622,122.717,227.767822266,9920.99261024,Active,Moderately Dissected Structural Hills and Valleys,UNMAPPED,Evergreen Open Forest,GLOF,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.340,MultiPolygon
SK /MNG /78A5 /2023 /5,SIKKIM,MANGAN,78A5,27.8069,88.4807,181.121,150.241,88.5568847656,16302.1819343,Active,Moderately Dissected Structural Hills and Valleys,UNMAPPED,Evergreen Open Forest,GLOF,2023,Brahmaputra Basin,Brahmaputra Lower,"RESOURCESAT-2 LISS IV, 10m CARTODEM, Geomorphology 50K, LULC 10k(2018-2023), India-WRIS",LS_SIKKIM_2023.341,MultiPolygon
