Slide_No,State,District,Slide_Name,NH_SH_Location,Latitude,Longitude,Material_Involved,Movement_Type,History,Occurrence_Date,Occurrence_Year,event_date,event_year,event_month,landslide_event,rainfall_mm,rainfall_3day_mm,soil_moisture
SK/EAS/78A11/2014/01,Sikkim,East Sikkim,Dhankutey dhara Slide,3km away from Rumtek on Rumtek - Martam road.,27.28408,88.54611,Earth,Slide,28 August 2013,2013-08-28,2013.0,2013-08-28,2013,8,1,33.3,89.4,0.416
NL/KOH/83G14/2014/15,Nagaland,Kohima,Piphema Peducha,NH-29,25.74697,93.98167,Rock cum Debris,Slide,08 September 2013,2013-09-08,2013.0,2013-09-08,2013,9,1,19.5,33.2,0.491
HP/KAN/52D/03/2019/17,Himachal Pradesh,Kangra,Niangal slide 1,Niangal Village,32.25430556,76.08022222,Debris cum soil,Slide,23 October 2013,2013-10-23,2013.0,2013-10-23,2013,10,1,0.0,0.0,0.238
Tamil Nadu/THENI/58G/2/2014/01.,Tamil Nadu,Theni,Kollam-Theni NH-220 slide/01,Kollam-Theni NH-220 between Kumily and Cumbum,9.616,77.19,Earth/soil with rock fragments and trees,Soil slide,07 May 2014,2014-05-07,2014.0,2014-05-07,2014,5,1,22.7,58.3,0.475
Tamil Nadu/THENI/58G/2/2014/02.,Tamil Nadu,Theni,Kollam-Theni NH-220 slide/02,Kollam-Theni NH-220 between Kumily and Cumbum,9.617,77.19,Earth/soil with rock fragments and trees,Flow,07 May 2014,2014-05-07,2014.0,2014-05-07,2014,5,1,22.7,58.3,0.475
AS/KRM/83D06/2014-15/0001,Assam,Karimganj,"Satkaragul (Pathariya Hills RF),","NH-44. Satkaragul Village near Nilambazar, Nilambazar Circle, Karimganj.",24.70619444,92.28997222,Earth,Flow,10 May 2014,2014-05-10,2014.0,2014-05-10,2014,5,1,41.1,160.9,0.468
SKM/NOR/78A11/2014/007,Sikkim,North Sikkim,Tanek Rockslide,Tanek (On North-Sikkim High Way),27.4097,88.54371,Rock,Fall,24 June 2014,2014-06-24,2014.0,2014-06-24,2014,6,1,32.0,131.8,0.426
AS/KAMRUP (M)/78N16/2014- 15/0002,Assam,Kamrup (Metro),Udayachal Slide.,"Guwahati-Shillong Road (Merges with NH-37), Udayachal pahar, Near Guwahati Medical College.",26.15477778,91.77411111,Earth,Flow,27 june 2014,2014-06-27,2014.0,2014-06-27,2014,6,1,7.1,38.6,0.489
AS/KAMRUP(M)/78N16/2014- 15/0003,Assam,Kamrup (Metro),"Bamunimaidan, South Railway Colony slide.","SH: Zoo Tiniali-Narengi Road. Localtiy: Bamunimaidan, South Railway Colony (Near Hatigar), Guwahati.",26.17672222,91.78672222,Earth,Flow,27 june 2014,2014-06-27,2014.0,2014-06-27,2014,6,1,7.1,38.6,0.489
AS/KAMRUP(M)/78N16/2014- 15/0004,Assam,Kamrup (Metro),"Nabragraha Slide, Bapuji Nagar Housing Complex.","SH: Chandmari Road. Localtiy: Bapuji Nagar Housing Complex, Guwahati.",26.18866667,91.76694444,Earth,Flow,27 June 2014,2014-06-27,2014.0,2014-06-27,2014,6,1,7.1,38.6,0.489
AS/KAMRUP(M)/78N16/2014- 15/0005,Assam,Kamrup (Metro),"Karghuli Landslide, Bankuwar Nagar, Guwahati.(Twin Slide in same road)","SH: Chandmari Road. Localtiy: Bankuwar Nagar, Karghuli Pahar, Guwahati.",26.19622222,91.76336111,Earth,Flow,27 June 2014,2014-06-27,2014.0,2014-06-27,2014,6,1,7.1,38.6,0.489
SKM/NOR/78A10/2014/004,Sikkim,North Sikkim,Pakshek Landslide,Pakshek ( Mangan-Chungthang road on North highway),27.5091,88.53848,Rock,Slide,1 July 2014,2014-07-01,2014.0,2014-07-01,2014,7,1,13.9,163.7,0.426
SKM/NOR/78A11/2014/006,Sikkim,North Sikkim,Ambithang Landslide,Ambithang (On Rangrang- Mangan road ),27.48603,88.53269,Debris,Slide,8 July 2014,2014-07-08,2014.0,2014-07-08,2014,7,1,31.3,79.4,0.429
6986,Assam,Kamrup,Sundarpur village,,25.757752,91.252285,Debris,flow,17 July 2014,2014-07-17,2014.0,2014-07-17,2014,7,1,23.1,70.0,0.483
7201,Assam,West Khasi Hills,Harsanagar,,25.740148,91.224044,Soil,slide,18 July 2014,2014-07-18,2014.0,2014-07-18,2014,7,1,17.3,73.3,0.478
ASM/DH/83G4/ PD /2016/03,Assam,Dima Hasao (N.C. Hills),Heuwangberam subsidence zone-1,"NH 54, Heuwangberam,",25.20738889,93.12277778,Debris,"Initially started as a subsidence, now movement of slope mass has already been initiated.",20 August 2014,2014-08-20,2014.0,2014-08-20,2014,8,1,1.4,8.2,0.48
Tamil Nadu/Dindigul/58F/12/2014/01.,Tamil Nadu,Dindigul,NNE of Mother Teresa Women College/Slide 01,Near Mother Teresa Women College,10.24138889,77.50508333,Earth/soil with rock fragments,Debris slide,22 August 2014,2014-08-22,2014.0,2014-08-22,2014,8,1,24.9,55.9,0.421
Tamil Nadu/Dindigul/58F/12/2014/02.,Tamil Nadu,Dindigul,Opposite of Mother Teresa Women College,Indira Nagar,10.24097222,77.50466667,Earth/soil with rock fragments and trees,Planar,22 August 2014,2014-08-22,2014.0,2014-08-22,2014,8,1,24.9,55.9,0.421
Tamil Nadu/Dindigul/58F/12/2014/03.,Tamil Nadu,Dindigul,Srinivasapuram colony/Slide 03,Srinivasapuran colony.,11.23847222,77.50402778,Earth/soil with rock fragments,Slide,22 August 2014,2014-08-22,2014.0,2014-08-22,2014,8,1,18.2,38.1,0.395
Tamil Nadu/Dindigul/58F/12/2014/04.,Tamil Nadu,Dindigul,Srinivasapuram colony/Slide 04,Srinivasapuran colony.,11.23952778,77.50566667,Earth/soil with rock fragments,Slide,22 August 2014,2014-08-22,2014.0,2014-08-22,2014,8,1,18.2,38.1,0.395
SKM/EAS/78A12/2014/002,Sikkim,East Sikkim,6 km from Martam,0.5 km before Sikkim Supreme (On NH-31A),27.23772,88.51384,Debris,Slide,26 August 2014,2014-08-26,2014.0,2014-08-26,2014,8,1,35.0,92.4,0.426
ML/RIB/78N16/2014/02,Meghalaya,Ri-Bhoi,17 Mile B,GS road,26.02547,91.87158,Earth,Slide,20 September 2014,2014-09-20,2014.0,2014-09-20,2014,9,1,74.1,102.8,0.491
AS/KAMRUP(M)/78N16/2014- 15/0006,Assam,Kamrup (Metro),"Dakhingaon, slide.",Near Kahilipara-Ganesh mandir road.,26.13441667,91.74875,Debris,Flow,22 September 2014,2014-09-22,2014.0,2014-09-22,2014,9,1,55.8,142.1,0.482
7115,Assam,Kamrup,lepgaon,,25.872268,91.213965,Debris,flow,23 September 2014,2014-09-23,2014.0,2014-09-23,2014,9,1,16.4,88.3,0.461
AS/KAMRUP(M)/78N16/2014- 15/0007,Assam,Kamrup (Metro),Ganeshpur-Lalmati Slide,"About 500 m south of Game village, Lalmati, NH-37",26.10711111,91.78916667,Earth,Flow,23 September 2014,2014-09-23,2014.0,2014-09-23,2014,9,1,37.9,104.6,0.466
ML/EKH/78O14/2014/03,Meghalaya,East Khasi Hills,Barapathar,Barapathar,25.57822,91.86545,Debris,Slide,23 September 2014,2014-09-23,2014.0,2014-09-23,2014,9,1,125.6,276.1,0.487
ML/RIB/78N16/2014/06,Meghalaya,Ri-Bhoi,19 Mile,GS Road,26.00294,91.86692,Debris,Slide,23 September 2014,2014-09-23,2014.0,2014-09-23,2014,9,1,37.9,104.6,0.475
AS/KAMRUP/78N12/2015- 16/0004,Assam,Kamrup,Jorabat-Khanapara,"About 200 m North of NH-31, In front of IIT(G) approach",26.09961111,91.87811111,Earth,Slide the loose soil from top (already cut in the area) due to heavy rain.,25 September 2014,2014-09-25,2014.0,2014-09-25,2014,9,1,12.1,86.8,0.478
SKM/NORTH/78A11/2015/003,Sikkim,North Sikkim,Rangrang Landslide,Rangrang (On Mangan to Dikchu road ),27.46166,88.52341,Debris,Debris slide,1 June 2015,2015-06-01,2015.0,2015-06-01,2015,6,1,20.6,75.2,0.427
SKM/EAST/78A12/2015/002,Sikkim,East Sikkim,Kumrek landslide,Kumrek (On Rangpo-Kumrek road ),27.179,88.53313889,Rock,Slide,8 July 2015,2015-07-08,2015.0,2015-07-08,2015,7,1,1.8,21.2,0.399
SKM/EAST/78A11/2015/004,Sikkim,East Sikkim,Tumin Landslide,Tumin,27.33208,88.50902,Debris,Debris slide,11 July 2015,2015-07-11,2015.0,2015-07-11,2015,7,1,10.6,81.1,0.415
NAG/ KOH/ 83K2/ 2015/02,Nagaland,Kohima,Near bridge,NH-29,25.73425,94.00119444,Debris,Slide & subsidence,15 July 2015,2015-07-15,2015.0,2015-07-15,2015,7,1,23.9,51.5,0.484
Manipur/ Ukhrul/ 83 L5/ 2015/01,Manipur,Ukhrul,Phungyar Landslide,Phungyar village,24.82022222,94.35255556,Debris,Deep translational,30 July 2015,2015-07-30,2015.0,2015-07-30,2015,7,1,64.0,145.9,0.429
AS/KAMRUP/78N12/2015- 16/0001,Assam,Kamrup,Jayguru Kalipahar Slide,"About 200 m North of NH-31, In north of IIT(G) approach",26.21111111,91.68416667,Debris,Toppled the wedged weathered rocks blocks.,01 September 2015,2015-09-01,2015.0,2015-09-01,2015,9,1,35.3,132.0,0.473
ASM/KAMRUP(M)/78N16/2016- 17/057,Assam,Kamrup (Metro),Jyotinagar Slide,"Akashi Nagar, Jyoti Nagar, Guwahati.",26.1895,91.78716667,Earth,Slide,18 April 2016,2016-04-18,2016.0,2016-04-18,2016,4,1,15.9,31.0,0.494
ARN/TWG/FM/2016-17/01,Arunachal Pradesh,Tawang,Famla Slide,,27.58741667,91.88694444,Debris,Slide,22 April 2016,2016-04-22,2016.0,2016-04-22,2016,4,1,24.1,66.5,0.428
ARN/TWG/FM/2016-17/02,Arunachal Pradesh,Tawang,Famla Slide,,27.58741667,91.88694444,Earth / soil,Slide,22 April 2016,2016-04-22,2016.0,2016-04-22,2016,4,1,24.1,66.5,0.428
ARN/TWNG/78M14/2016/0001,Arunachal Pradesh,Tawang,Famla Slide,,27.587417,91.886944,Debris,Slide,22 April 2016,2016-04-22,2016.0,2016-04-22,2016,4,1,24.1,66.5,0.428
ARN/TWNG/78M14/2016/0002,Arunachal Pradesh,Tawang,Famla Slide,,27.587417,91.886944,,Slide,22 April 2016,2016-04-22,2016.0,2016-04-22,2016,4,1,24.1,66.5,0.428
ARN/TWNG/78M14/2016/0008,Arunachal Pradesh,Tawang,All India Radio Colony Slide,,27.591806,91.865028,,Fall,22 April 2016,2016-04-22,2016.0,2016-04-22,2016,4,1,29.8,80.0,0.427
ARN/TWNG/78M14/2016/0010,Arunachal Pradesh,Tawang,D.C. & S. P. Bungalows Slide,,27.593139,91.873889,,Slide,22 April 2016,2016-04-22,2016.0,2016-04-22,2016,4,1,29.8,80.0,0.427
ARN/TWNG/78M14/2016/0013,Arunachal Pradesh,Tawang,Duda Slide (District Urban Development Authority Colony),,27.594833,91.866417,Debris,Slide,22 April 2016,2016-04-22,2016.0,2016-04-22,2016,4,1,29.8,80.0,0.427
ARN/TWG/NYD/2016-17/06,Arunachal Pradesh,Tawang,Nyungmadung Slide,,27.59152778,91.88044444,Earth / soil,Flows,23 April 2016,2016-04-23,2016.0,2016-04-23,2016,4,1,24.6,70.3,0.426
ARN/TWNG/78M14/2016/0004,Arunachal Pradesh,Tawang,Namet Slide,,27.591389,91.9025,Rock cum Debris,Slide,23 April 2016,2016-04-23,2016.0,2016-04-23,2016,4,1,24.6,70.3,0.427
ARN/TWNG/78M14/2016/0022,Arunachal Pradesh,Tawang,New Lebrang slide,,27.589417,91.861444,,Slide,23 April 2016,2016-04-23,2016.0,2016-04-23,2016,4,1,26.3,84.0,0.426
ARN/TWNG/78M14/2016/0023,Arunachal Pradesh,Tawang,Changpu sinking zone,,27.593361,91.879444,,Subsidence,23 April 2016,2016-04-23,2016.0,2016-04-23,2016,4,1,24.6,70.3,0.426
ARN/TWNG/78M14/2016/0024,Arunachal Pradesh,Tawang,SSB Colony slide,,27.596639,91.878972,Debris,Slide,23 April 2016,2016-04-23,2016.0,2016-04-23,2016,4,1,24.6,70.3,0.426
ARN/TWNG/78M14/2016/0025,Arunachal Pradesh,Tawang,Q.M. Store slide,,27.596639,91.878972,Debris,Slide,23 April 2016,2016-04-23,2016.0,2016-04-23,2016,4,1,24.6,70.3,0.426
ASM/DH/83G4/ PD/2016 /35,Assam,Dima Hasao,Haflong – Gunjung road section soil creep-6,Haflong – Gunjung road section,25.23230556,93.03333333,Earth,Creep,17 May 2016,2016-05-17,2016.0,2016-05-17,2016,5,1,12.4,46.0,0.481
ASM/DH/83G4/ PD/2016/25,Assam,Dima Hasao,Mahadev Tila slide-2,"Haflong town, Dima Hasao (NC Hills)",25.15561111,93.02222222,Debris,Slide,17 May 2016,2016-05-17,2016.0,2016-05-17,2016,5,1,12.4,46.0,0.481
ASM/DH/83G4/ PD/2016 /01,Assam,Dima Hasao (N.C. Hills),Migrendisa slide,"Near Migrendisa Railway Station, Migrendisa.",25.17986111,93.07077778,Debris,Slide,17 May 2016,2016-05-17,2016.0,2016-05-17,2016,5,1,12.4,46.0,0.498
ASM/DH/83G4/PD/2016/02,Assam,Dima Hasao (N.C. Hills),New Haflong R. S slide(1),West slope of New Haflong Railway Station.,25.14677778,93.03097222,Debris,Slide,17 May 2016,2016-05-17,2016.0,2016-05-17,2016,5,1,12.4,46.0,0.455
ASM/DH/83G4/PD/2016/43,Assam,Dima Hasao (N.C. Hills),New Haflong R.S. slide - (2),New Haflong Railway Station,25.14872222,93.03191667,Debris,Creep,17 May 2016,2016-05-17,2016.0,2016-05-17,2016,5,1,12.4,46.0,0.455
ASM/DH/83G4/PD/2016/44,Assam,Dima Hasao (N.C. Hills),New Haflong R. S slide(3),"New Haflong Railway Station, Dima Hasao (NC Hills)",25.14525,93.02916667,Debris,Slide,17 May 2016,2016-05-17,2016.0,2016-05-17,2016,5,1,,,
ASM/HLKD/83D10/2016/58,Assam,Hailakandi,Terracherra Slide,Terracherra area,24.478972,92.682861,Debris,Slide,17 May 2016,2016-05-17,2016.0,2016-05-17,2016,5,1,23.0,36.6,0.414
ASM/HLKD/83D10/2016/59,Assam,Hailakandi,Lalcherra Slide (Rabinala),Near Patakhouri Durga Mandir Under Bilaipur Forest Village; Lala Police Station,24.511306,92.693028,Debris,Slide,18 May 2016,2016-05-18,2016.0,2016-05-18,2016,5,1,28.0,56.5,0.42
ASM/HLKD/83D10/2016/60,Assam,Hailakandi,Ramchandi (Koyabasti),Ramchandi area,24.515944,92.540889,Earth,Slide,18 May 2016,2016-05-18,2016.0,2016-05-18,2016,5,1,31.7,70.4,0.427
ASM/KRGJ/83D06/2016/61,Assam,Karimganj,Rakhalbasti,"Rakhalbasti, near Sonaicherra TG. Under Ram Krishna",24.659389,92.497361,Earth,Slide,18 May 2016,2016-05-18,2016.0,2016-05-18,2016,5,1,55.8,119.8,0.472
ASM/DH/83G4/ PD/2016/08,Assam,Dima Hasao,Khongsai slide- 2,"Khongsai village, Haflong, Dima Hasao (NC Hills)",25.17691667,93.02655556,Earth,Slide,22 May 2016,2016-05-22,2016.0,2016-05-22,2016,5,1,21.3,107.5,0.482
ASM/DH/83G4/ PD/2016/09,Assam,Dima Hasao,Muolhoi /Gilgal,"Muolhoi /Gilgal village, Haflong, Dima Hasao (NC Hills)",25.17702778,93.02088889,Earth,Slide,22 May 2016,2016-05-22,2016.0,2016-05-22,2016,5,1,21.3,107.5,0.482
ASM/DH/83G4/ PD/2016/10,Assam,Dima Hasao,N.D Raji.-1,"N.D Raji village, Haflong, Dima Hasao (NC Hills)",25.17597222,93.02016667,Debris,Slide,22 May 2016,2016-05-22,2016.0,2016-05-22,2016,5,1,21.3,107.5,0.482
ASM/DH/83G4/ PD/2016/11,Assam,Dima Hasao,N.D Raji (Hamar)-2,"N.D Raji (Hamar)village, Haflong, Dima Hasao (NC Hills)",25.17505556,93.02041667,Debris,Slide,22 May 2016,2016-05-22,2016.0,2016-05-22,2016,5,1,21.3,107.5,0.482
ASM/DH/83G4/ PD/2016/12,Assam,Dima Hasao,"Huonveng, N.D Raji-3","N.D Raji (Hmar)village, Haflong, Dima Hasao (NC Hills)",25.17188889,93.02061111,Debris,Slide,22 May 2016,2016-05-22,2016.0,2016-05-22,2016,5,1,21.3,107.5,0.482
ASM/DH/83G4/ PD/2016/13,Assam,Dima Hasao,Songpiang-1,"Songpiang village, Haflong, Dima Hasao (NC Hills)",25.16563889,93.02544444,Debris,Fall,22 May 2016,2016-05-22,2016.0,2016-05-22,2016,5,1,21.3,107.5,0.482
ASM/DH/83G4/ PD/2016/14,Assam,Dima Hasao,Songpiang-2,"Songpiang village, Haflong, Dima Hasao (NC Hills)",25.16344444,93.02316667,Debris,Slide,22 May 2016,2016-05-22,2016.0,2016-05-22,2016,5,1,21.3,107.5,0.482
ASM/DH/83G4/ PD/2016/15,Assam,Dima Hasao,Boro Haflong-1,"Near Boro Haflong village, Haflong, Dima Hasao (NC Hills)",25.15069444,93.02583333,Debris,slide,22 May 2016,2016-05-22,2016.0,2016-05-22,2016,5,1,21.3,107.5,0.482
ASM/DH/83G4/ PD/2016/16,Assam,Dima Hasao,"Vidya Mandir, Boro Haflong-2","Boro Haflong, Haflong, Dima Hasao (NC Hills)",25.14586111,93.02419444,Debris,Slide,22 May 2016,2016-05-22,2016.0,2016-05-22,2016,5,1,21.3,107.5,0.438
ASM/DH/83G4/ PD/2016/17,Assam,Dima Hasao,"Near and below Assam rifles camp, Boro Haflong-3.","Boro Haflong, Haflong, Dima Hasao (NC Hills)",25.14041667,93.02038889,Debris,Slide,22 May 2016,2016-05-22,2016.0,2016-05-22,2016,5,1,21.3,107.5,0.438
ASM/DH/83G4/ PD/2016/18,Assam,Dima Hasao,Jatinga-Haflong Road section-1.,"Jatinga-Haflong Road section, Haflong, Dima Hasao (NC Hills)",25.13961111,93.01955556,Debris,Slide,22 May 2016,2016-05-22,2016.0,2016-05-22,2016,5,1,21.3,107.5,0.438
ASM/DH/83G4/ PD/2016/19,Assam,Dima Hasao,Jatinga-2,"Jatinga, Haflong, Dima Hasao (NC Hills)",25.13447222,93.01897222,Rock,Slide,22 May 2016,2016-05-22,2016.0,2016-05-22,2016,5,1,21.3,107.5,0.438
ASM/DH/83G4/ PD/2016/23,Assam,Dima Hasao,Mahur,"Mahur, Dima Hasao (NC Hills)",25.17638889,93.11613889,Debris,Slide,22 May 2016,2016-05-22,2016.0,2016-05-22,2016,5,1,21.3,107.5,0.494
ASM/DH/83G4/ PD/2016/24,Assam,Dima Hasao,Mahadev Tilla-1,"Mahadev Tilla, Haflong,Dima Hasao (NC Hills)",25.15572222,93.02277778,Earth,Slide,22 May 2016,2016-05-22,2016.0,2016-05-22,2016,5,1,21.3,107.5,0.482
ASM/DH/83G4/ PD/2016/28,Assam,Dima Hasao,Haflong-Jatinga road section slide-03,"Haflong town, Dima Hasao (NC Hills)",25.15736111,93.01608333,Rock,Slide,22 May 2016,2016-05-22,2016.0,2016-05-22,2016,5,1,21.3,107.5,0.482
ASM/DH/83G4/ PD/2016/30,Assam,Dima Hasao,Gadhi Rojai Slide,"Haflong town, Dima Hasao (NC Hills)",25.15933333,93.017,Earth,Slide,22 May 2016,2016-05-22,2016.0,2016-05-22,2016,5,1,21.3,107.5,0.482
ASM/DH/83G4/ PD/2016/31,Assam,Dima Hasao,Haflong – Gunjung road section slide- 02,Haflong – Gunjung road section,25.24597222,93.02827778,Debris,Slide,22 May 2016,2016-05-22,2016.0,2016-05-22,2016,5,1,21.3,107.5,0.482
ASM/DH/83G4/ PD/2016/33,Assam,Dima Hasao,Haflong – Gunjung road section slide- 04,Haflong – Gunjung road section,25.23880556,93.03219444,Rock,Slide,22 May 2016,2016-05-22,2016.0,2016-05-22,2016,5,1,21.3,107.5,0.482
ASM/DH/83G4/PD/2016/26,Assam,Dima Hasao,Haflong-Jatinga road section slide-01,"Haflong town, Dima Hasao (NC Hills)",25.15658333,93.01961111,Debris,Slide,22 May 2016,2016-05-22,2016.0,2016-05-22,2016,5,1,21.3,107.5,0.482
ASM/DH/83G4/ PD/2016/04,Assam,Dima Hasao (N.C. Hills),Mupa – Langting RF Rock slide,"NH 54, Mupa – Langting Reserved Forest,",25.41733333,93.12908333,Rock,Slide,22 May 2016,2016-05-22,2016.0,2016-05-22,2016,5,1,18.7,79.9,0.474
ASM/DH/83G4/ PD/2016/05,Assam,Dima Hasao (N.C. Hills),Khongsai slide-1,"Khongsai village, Haflong,",25.1775,93.02622222,Earth,Shallow rotational,22 May 2016,2016-05-22,2016.0,2016-05-22,2016,5,1,21.3,107.5,0.482
ASM/DH/83G4/ PD/2016/07,Assam,Dima Hasao (N.C. Hills),Haflong – Gunjung slide-1,Near Gunjung village road section,25.20552778,93.02013889,Debris,Slide,22 May 2016,2016-05-22,2016.0,2016-05-22,2016,5,1,21.3,107.5,0.482
ASM/DH/83G4/ PD/2016/40,Assam,Dima Hasao (N.C. Hills),Lungkok slide (Haflong – Gunjung road 11),"-Haflong – Gunjung road section, Lungkok village, Lower Haflong",25.19669444,93.01858333,Rock,Slide,22 May 2016,2016-05-22,2016.0,2016-05-22,2016,5,1,21.3,107.5,0.482
ASM/DH/83G4/ PD/2016/41,Assam,Dima Hasao (N.C. Hills),Lower Haflong slide (Haflong – Gunjung road-12),"Haflong – Gunjung road section, Lower Haflong",25.18844444,93.01966667,Rock,Slide,22 May 2016,2016-05-22,2016.0,2016-05-22,2016,5,1,21.3,107.5,0.482
ASM/DH/83G4/ PD/2016/42,Assam,Dima Hasao (N.C. Hills),96 km Migrendisa slide,"96 km, Migrendisa – Haflong rail section, near Diyung bridge.",25.164,93.04019444,Debris,Slide,22 May 2016,2016-05-22,2016.0,2016-05-22,2016,5,1,21.3,107.5,0.482
ASM/DH/83G4/ PD/2016/53,Assam,Dima Hasao (N.C. Hills),Mahur railway station slide,"Mahur railway station, Haflong, Dima Hasao (NC Hills)",25.18955556,93.09641667,Debris,Slide,22 May 2016,2016-05-22,2016.0,2016-05-22,2016,5,1,21.3,107.5,0.494
ASM/DH/83G4/ PD/2016/55,Assam,Dima Hasao (N.C. Hills),Nutan Lampur slide -1,"NH 54, near Nutan Lampur",25.24194444,93.14319444,Debris,Slide,22 May 2016,2016-05-22,2016.0,2016-05-22,2016,5,1,23.1,90.8,0.494
ASM/DH/83G4/ PD/2016/56,Assam,Dima Hasao (N.C. Hills),Nutan Lampur slide -2,"NH 54, near Nutan Lampur,",25.27480556,93.14555556,Rock,Slide,22 May 2016,2016-05-22,2016.0,2016-05-22,2016,5,1,23.1,90.8,0.481
ASM/DH/83G4/ PD/2016/29,Assam,Dima Hasao (N.C. Hills),Haflong-Jatinga road section slide-04,"Haflong town,",25.15713889,93.01719444,Debris,Slide,27 May 2016,2016-05-27,2016.0,2016-05-27,2016,5,1,5.2,18.1,0.49
ASM/KAMRUP(M)/78N16/2016- 17/62,Assam,Kamrup (Metro),Piyali Phukan Nagar Slide,"Njiura Par Path, Piyali Phukan Nagar, Guwahati.",26.19552778,91.78055556,Earth,Slide,22 June 2016,2016-06-22,2016.0,2016-06-22,2016,6,1,11.7,18.7,0.478
ASM/ Nijabara/78N16/2016- 17/64,Assam,Kamrup (Metro),Nijabara slide (Guwahati),"Noonmati, Guwahati.",26.19038889,91.80994444,Earth,Slide,14 July 2016,2016-07-14,2016.0,2016-07-14,2016,7,1,10.0,34.4,0.492
ASM/West Sarania/78N16/2016- 17/65,Assam,Kamrup (Metro),West Sarania slide (Guwahati),"Pub Sarania hill, Guwahati.",26.1755,91.76175,Debris,Slide,14 July 2016,2016-07-14,2016.0,2016-07-14,2016,7,1,10.0,34.4,0.492
ARN/LS/83E15/2016/02,Arunachal Pradesh,Lower Subansiri,Possa-Potin slide,National Highway 713-A,27.339267,93.802581,Debris,Slide,16 July 2016,2016-07-16,2016.0,2016-07-16,2016,7,1,27.1,68.1,0.448
ARN/LS/83E15/2016/04,Arunachal Pradesh,Lower Subansiri,Hoj-Potin slide,National Highway 713-A,27.193425,93.780983,Debris,Slide,16 July 2016,2016-07-16,2016.0,2016-07-16,2016,7,1,27.1,68.1,0.423
ARN/LS/83E15/2016/03,Arunachal Pradesh,Lower Subansiri,Possa-Potin slide,National Highway 713-A,27.307072,93.806008,Debris,Slide,17 July 2016,2016-07-17,2016.0,2016-07-17,2016,7,1,6.0,57.2,0.463
ARN/LS/83E15/2016/05,Arunachal Pradesh,Lower Subansiri,Hoj-Potin slide,National Highway 713-A,27.294886,93.803328,Debris,Slide,17 July 2016,2016-07-17,2016.0,2016-07-17,2016,7,1,6.0,57.2,0.463
ARN/LS/83E15/2016/06,Arunachal Pradesh,Lower Subansiri,Hoj-Potin slide,National Highway 713-A,27.254756,93.801303,Debris,Slide,17 July 2016,2016-07-17,2016.0,2016-07-17,2016,7,1,6.0,57.2,0.416
ARN/LS/83E15/2016/07,Arunachal Pradesh,Lower Subansiri,Hoj-Potin slide,National Highway 713-A,27.246131,93.804711,Debris,Slide,17 July 2016,2016-07-17,2016.0,2016-07-17,2016,7,1,6.0,57.2,0.416
ARN/LS/83E15/2016/08,Arunachal Pradesh,Lower Subansiri,Hoj-Potin slide,National Highway 713-A,27.23995,93.806589,Debris,Slide,17 July 2016,2016-07-17,2016.0,2016-07-17,2016,7,1,6.0,57.2,0.416
ASM/KAM(M)/78N16/2016/63,Assam,Kamrup (Metro),Mandakini slide,"Mandakini path, Kharghuli",26.19244444,91.76422222,Earth,Slide,20 July 2016,2016-07-20,2016.0,2016-07-20,2016,7,1,19.0,48.3,0.475
ASM/CCR/83H2/2016/66,Assam,Cachar,Khasiapunji slide,Khasiapunji village,24.645417,93.005361,Debris,Slide,31 August 2016,2016-08-31,2016.0,2016-08-31,2016,8,1,8.7,18.2,0.423
ASM/DH/83G3/ PD/2017 /02,Assam,Dima Hasao (N.C. Hills),Mupa slide,"Between Mupa and Dinhaku Railway Station,",25.40586111,93.11097222,Debris,Slide,20 May 2017,2017-05-20,2017.0,2017-05-20,2017,5,1,2.0,13.4,0.482
ASM/DH/83G3/ PD/2017 /01,Assam,Dima Hasao (N.C. Hills),Boila bridge slide,"Between Mupa and Dinhaku Bridge approach no102, at km 51/9 as 52/1",25.39155556,93.11316667,Soil,Subsidence,03 June 2017,2017-06-03,2017.0,2017-06-03,2017,6,1,32.2,163.6,0.502
Tripura/Dhalai/78P16/2017/002,Tripura,Dhalai,Vidya Mohan Para landslide 2,West Lambuchhara (~4.5 km from Khowai-Kamalpur State Highway),24.16966667,91.76686111,Debris,Slide,3 June 2017,2017-06-03,2017.0,2017-06-03,2017,6,1,5.5,28.1,0.416
MZ/LUN/84B09/2017/0001,Mizoram,Lunglei,Phairuangkai Slide,"Phairuangkai-West Rotlang road, ChangpuiVeng, Phairuangkai.",22.82104167,92.63873333,Soil,Flow,12 June 2017,2017-06-12,2017.0,2017-06-12,2017,6,1,231.1,282.0,0.429
ASM/KAM (M)/78N16/2017/0003,Assam,Kamrup (Metro),Anandapur-Gangapur slide,Hengrabari,26.15427778,91.79263889,Debris,Slide,13 June 2017,2017-06-13,2017.0,2017-06-13,2017,6,1,68.7,118.7,0.511
ASM/KAM (M)/78N16/2017/0004,Assam,Kamrup (Metro),Dakshin Saraniya-2,Ganpat Mandir road,26.17755556,91.76588889,Debris,Slide,13 June 2017,2017-06-13,2017.0,2017-06-13,2017,6,1,68.7,118.7,0.511
ASM/KAM (M)/78N16/2017/04,Assam,Kamrup (Metro),Dakshin Saraniya-1,Ganpat Mandir road,26.17672222,91.76525,Debris,Slide,13 June 2017,2017-06-13,2017.0,2017-06-13,2017,6,1,68.7,118.7,0.511
